NUM_SEC_ARCHIVO,FEC_OPERACION,FECHA_HORA,ESTADO_TRANSFERENCIA,ESTADO_ARCHIVO,VAL_SEGUNDOS
75634,2025-02-11 13:32:40.377,2025-02-11 14:36:03.000,ENVIADO,RECIBIDO,3802.62
75658,2025-02-12 10:25:47.630,2025-02-12 12:15:14.000,ENVIADO,RECIBIDO,6566.37
75658,2025-02-12 10:25:47.630,2025-02-12 12:15:14.000,ENVIADO,RECIBIDO,6566.37
75658,2025-02-12 10:56:17.517,2025-02-12 12:15:14.000,ENVIADO,RECIBIDO,4736.48
75658,2025-02-12 10:56:17.517,2025-02-12 12:15:14.000,ENVIADO,RECIBIDO,4736.48
75669,2025-02-12 12:49:41.520,2025-02-12 14:36:04.000,ENVIADO,RECIBIDO,6382.48
75669,2025-02-12 13:02:59.787,2025-02-12 14:36:04.000,ENVIADO,RECIBIDO,5584.21
75669,2025-02-12 13:30:33.870,2025-02-12 14:36:04.000,ENVIADO,RECIBIDO,3930.13
75692,2025-02-13 11:31:07.933,2025-02-13 12:15:13.000,ENVIADO,RECIBIDO,2645.07
75692,2025-02-13 11:31:07.933,2025-02-13 12:15:13.000,ENVIADO,RECIBIDO,2645.07
75704,2025-02-13 13:25:29.793,2025-02-13 14:36:03.000,ENVIADO,RECIBIDO,4233.21
75704,2025-02-13 13:25:29.793,2025-02-13 14:36:03.000,ENVIADO,RECIBIDO,4233.21
75727,2025-02-14 07:30:24.533,2025-02-14 12:15:12.000,ENVIADO,RECIBIDO,17087.47
75727,2025-02-14 11:46:32.157,2025-02-14 12:15:12.000,ENVIADO,RECIBIDO,1719.84
75727,2025-02-14 11:48:05.997,2025-02-14 12:15:12.000,ENVIADO,RECIBIDO,1626.00
75727,2025-02-14 11:52:09.830,2025-02-14 12:15:12.000,ENVIADO,RECIBIDO,1382.17
75738,2025-02-14 12:23:06.863,2025-02-14 14:36:03.000,ENVIADO,RECIBIDO,7976.14
75738,2025-02-14 12:27:42.880,2025-02-14 14:36:03.000,ENVIADO,RECIBIDO,7700.12
75738,2025-02-14 12:30:20.367,2025-02-14 14:36:03.000,ENVIADO,RECIBIDO,7542.63
75738,2025-02-14 13:11:43.757,2025-02-14 14:36:03.000,ENVIADO,RECIBIDO,5059.24
75760,2025-02-17 08:18:41.403,2025-02-17 12:15:12.000,ENVIADO,RECIBIDO,14190.60
75760,2025-02-17 09:37:41.347,2025-02-17 12:15:12.000,ENVIADO,RECIBIDO,9450.65
75760,2025-02-17 09:56:53.540,2025-02-17 12:15:12.000,ENVIADO,RECIBIDO,8298.46
75760,2025-02-17 10:22:18.990,2025-02-17 12:15:12.000,ENVIADO,RECIBIDO,6773.01
75760,2025-02-17 10:24:39.100,2025-02-17 12:15:12.000,ENVIADO,RECIBIDO,6632.90
75760,2025-02-17 10:31:00.577,2025-02-17 12:15:12.000,ENVIADO,RECIBIDO,6251.42
75760,2025-02-17 10:32:15.733,2025-02-17 12:15:12.000,ENVIADO,RECIBIDO,6176.27
75760,2025-02-17 10:51:29.840,2025-02-17 12:15:12.000,ENVIADO,RECIBIDO,5022.16
75760,2025-02-17 10:58:29.090,2025-02-17 12:15:12.000,ENVIADO,RECIBIDO,4602.91
75760,2025-02-17 11:13:08.997,2025-02-17 12:15:12.000,ENVIADO,RECIBIDO,3723.00
75760,2025-02-17 11:28:12.603,2025-02-17 12:15:12.000,ENVIADO,RECIBIDO,2819.40
75760,2025-02-17 11:49:59.480,2025-02-17 12:15:12.000,ENVIADO,RECIBIDO,1512.52
75771,2025-02-17 13:15:07.917,2025-02-17 14:36:06.000,ENVIADO,RECIBIDO,4858.08
75771,2025-02-17 13:21:34.717,2025-02-17 14:36:06.000,ENVIADO,RECIBIDO,4471.28
75771,2025-02-17 13:21:51.597,2025-02-17 14:36:06.000,ENVIADO,RECIBIDO,4454.40
75771,2025-02-17 13:27:36.570,2025-02-17 14:36:06.000,ENVIADO,RECIBIDO,4109.43
75771,2025-02-17 13:28:20.320,2025-02-17 14:36:06.000,ENVIADO,RECIBIDO,4065.68
75771,2025-02-17 13:50:24.063,2025-02-17 14:36:06.000,ENVIADO,RECIBIDO,2741.94
75771,2025-02-17 13:56:17.363,2025-02-17 14:36:06.000,ENVIADO,RECIBIDO,2388.64
75771,2025-02-17 13:58:13.597,2025-02-17 14:36:06.000,ENVIADO,RECIBIDO,2272.40
75771,2025-02-17 14:16:07.270,2025-02-17 14:36:06.000,ENVIADO,RECIBIDO,1198.73
75771,2025-02-17 14:26:42.907,2025-02-17 14:36:06.000,ENVIADO,RECIBIDO,563.09
75793,2025-02-18 07:40:47.090,2025-02-18 12:15:15.000,ENVIADO,RECIBIDO,16467.91
75793,2025-02-18 07:48:28.817,2025-02-18 12:15:15.000,ENVIADO,RECIBIDO,16006.18
75793,2025-02-18 09:16:47.370,2025-02-18 12:15:15.000,ENVIADO,RECIBIDO,10707.63
75793,2025-02-18 09:17:44.197,2025-02-18 12:15:15.000,ENVIADO,RECIBIDO,10650.80
75793,2025-02-18 09:23:41.877,2025-02-18 12:15:15.000,ENVIADO,RECIBIDO,10293.12
75793,2025-02-18 10:04:58.160,2025-02-18 12:15:15.000,ENVIADO,RECIBIDO,7816.84
75793,2025-02-18 10:26:30.603,2025-02-18 12:15:15.000,ENVIADO,RECIBIDO,6524.40
75793,2025-02-18 10:59:41.700,2025-02-18 12:15:15.000,ENVIADO,RECIBIDO,4533.30
75793,2025-02-18 11:21:19.010,2025-02-18 12:15:15.000,ENVIADO,RECIBIDO,3235.99
75793,2025-02-18 11:29:34.107,2025-02-18 12:15:15.000,ENVIADO,RECIBIDO,2740.89
75793,2025-02-18 11:33:22.170,2025-02-18 12:15:15.000,ENVIADO,RECIBIDO,2512.83
75793,2025-02-18 11:37:52.613,2025-02-18 12:15:15.000,ENVIADO,RECIBIDO,2242.39
75793,2025-02-18 11:41:59.477,2025-02-18 12:15:15.000,ENVIADO,RECIBIDO,1995.52
75793,2025-02-18 11:54:51.997,2025-02-18 12:15:15.000,ENVIADO,RECIBIDO,1223.00
75805,2025-02-18 12:43:49.927,2025-02-18 14:36:06.000,ENVIADO,RECIBIDO,6736.07
75805,2025-02-18 12:43:49.927,2025-02-18 14:36:06.000,ENVIADO,RECIBIDO,6736.07
75827,2025-02-19 08:04:42.340,2025-02-19 12:15:14.000,ENVIADO,RECIBIDO,15031.66
75827,2025-02-19 08:35:05.163,2025-02-19 12:15:14.000,ENVIADO,RECIBIDO,13208.84
75827,2025-02-19 09:18:13.830,2025-02-19 12:15:14.000,ENVIADO,RECIBIDO,10620.17
75827,2025-02-19 09:31:37.477,2025-02-19 12:15:14.000,ENVIADO,RECIBIDO,9816.52
75827,2025-02-19 11:00:34.173,2025-02-19 12:15:14.000,ENVIADO,RECIBIDO,4479.83
75827,2025-02-19 11:18:47.257,2025-02-19 12:15:14.000,ENVIADO,RECIBIDO,3386.74
75827,2025-02-19 11:55:40.400,2025-02-19 12:15:14.000,ENVIADO,RECIBIDO,1173.60
75839,2025-02-19 13:14:52.880,2025-02-19 14:36:03.000,ENVIADO,RECIBIDO,4870.12
75839,2025-02-19 13:14:52.880,2025-02-19 14:36:03.000,ENVIADO,RECIBIDO,4870.12
75862,2025-02-20 08:18:37.750,2025-02-20 12:15:13.000,ENVIADO,RECIBIDO,14195.25
75862,2025-02-20 09:22:46.180,2025-02-20 12:15:13.000,ENVIADO,RECIBIDO,10346.82
75862,2025-02-20 09:30:18.730,2025-02-20 12:15:13.000,ENVIADO,RECIBIDO,9894.27
75862,2025-02-20 09:32:13.483,2025-02-20 12:15:13.000,ENVIADO,RECIBIDO,9779.52
75862,2025-02-20 10:02:19.557,2025-02-20 12:15:13.000,ENVIADO,RECIBIDO,7973.44
75862,2025-02-20 10:55:45.680,2025-02-20 12:15:13.000,ENVIADO,RECIBIDO,4767.32
75862,2025-02-20 10:58:53.650,2025-02-20 12:15:13.000,ENVIADO,RECIBIDO,4579.35
75862,2025-02-20 11:07:26.760,2025-02-20 12:15:13.000,ENVIADO,RECIBIDO,4066.24
75862,2025-02-20 11:12:24.523,2025-02-20 12:15:13.000,ENVIADO,RECIBIDO,3768.48
75862,2025-02-20 11:28:17.087,2025-02-20 12:15:13.000,ENVIADO,RECIBIDO,2815.91
75862,2025-02-20 11:31:22.653,2025-02-20 12:15:13.000,ENVIADO,RECIBIDO,2630.35
75874,2025-02-20 14:23:43.790,2025-02-20 14:36:03.000,ENVIADO,RECIBIDO,739.21
75874,2025-02-20 14:23:43.790,2025-02-20 14:36:03.000,ENVIADO,RECIBIDO,739.21
75898,2025-02-21 09:07:29.420,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,11295.58
75898,2025-02-21 09:11:33.063,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,11051.94
75898,2025-02-21 09:20:17.620,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,10527.38
75898,2025-02-21 09:54:56.013,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,8448.99
75898,2025-02-21 10:15:25.287,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,7219.71
75898,2025-02-21 10:17:31.397,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,7093.60
75898,2025-02-21 10:19:05.103,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,6999.90
75898,2025-02-21 10:20:36.837,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,6908.16
75898,2025-02-21 10:22:10.603,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,6814.40
75898,2025-02-21 10:23:31.510,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,6733.49
75898,2025-02-21 10:24:53.120,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,6651.88
75898,2025-02-21 10:31:41.657,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,6243.34
75898,2025-02-21 10:48:48.533,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,5216.47
75898,2025-02-21 10:57:20.093,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,4704.91
75898,2025-02-21 11:44:03.643,2025-02-21 12:15:45.000,ENVIADO,RECIBIDO,1901.36
75909,2025-02-21 12:09:53.597,2025-02-21 14:36:35.000,ENVIADO,RECIBIDO,8801.40
75909,2025-02-21 12:22:45.537,2025-02-21 14:36:35.000,ENVIADO,RECIBIDO,8029.46
75909,2025-02-21 12:44:57.440,2025-02-21 14:36:35.000,ENVIADO,RECIBIDO,6697.56
75909,2025-02-21 12:54:47.997,2025-02-21 14:36:35.000,ENVIADO,RECIBIDO,6107.00
75909,2025-02-21 13:55:29.850,2025-02-21 14:36:35.000,ENVIADO,RECIBIDO,2465.15
75909,2025-02-21 13:56:21.163,2025-02-21 14:36:35.000,ENVIADO,RECIBIDO,2413.84
75909,2025-02-21 13:58:04.433,2025-02-21 14:36:35.000,ENVIADO,RECIBIDO,2310.57
75932,2025-02-24 08:28:49.067,2025-02-24 12:15:14.000,ENVIADO,RECIBIDO,13584.93
75932,2025-02-24 08:28:49.067,2025-02-24 12:15:14.000,ENVIADO,RECIBIDO,13584.93
75932,2025-02-24 10:27:43.480,2025-02-24 12:15:14.000,ENVIADO,RECIBIDO,6450.52
75932,2025-02-24 10:27:43.480,2025-02-24 12:15:14.000,ENVIADO,RECIBIDO,6450.52
75932,2025-02-24 10:28:20.203,2025-02-24 12:15:14.000,ENVIADO,RECIBIDO,6413.80
75932,2025-02-24 10:28:20.203,2025-02-24 12:15:14.000,ENVIADO,RECIBIDO,6413.80
75944,2025-02-24 12:18:56.617,2025-02-24 14:36:05.000,ENVIADO,RECIBIDO,8228.38
75944,2025-02-24 12:18:56.617,2025-02-24 14:36:05.000,ENVIADO,RECIBIDO,8228.38
75967,2025-02-25 11:40:40.750,2025-02-25 12:15:16.000,ENVIADO,RECIBIDO,2075.25
75967,2025-02-25 11:40:40.750,2025-02-25 12:15:16.000,ENVIADO,RECIBIDO,2075.25
75979,2025-02-25 12:51:32.580,2025-02-25 14:36:10.000,ENVIADO,RECIBIDO,6277.42
75979,2025-02-25 12:51:32.580,2025-02-25 14:36:10.000,ENVIADO,RECIBIDO,6277.42
75979,2025-02-25 13:56:52.077,2025-02-25 14:36:10.000,ENVIADO,RECIBIDO,2357.92
75979,2025-02-25 13:56:52.077,2025-02-25 14:36:10.000,ENVIADO,RECIBIDO,2357.92
76001,2025-02-26 03:34:31.623,2025-02-26 12:15:17.000,ENVIADO,RECIBIDO,31245.38
76001,2025-02-26 09:20:17.627,2025-02-26 12:15:17.000,ENVIADO,RECIBIDO,10499.37
76001,2025-02-26 10:06:19.840,2025-02-26 12:15:17.000,ENVIADO,RECIBIDO,7737.16
76001,2025-02-26 10:22:15.030,2025-02-26 12:15:17.000,ENVIADO,RECIBIDO,6781.97
76001,2025-02-26 10:44:07.057,2025-02-26 12:15:17.000,ENVIADO,RECIBIDO,5469.94
76001,2025-02-26 10:50:31.403,2025-02-26 12:15:17.000,ENVIADO,RECIBIDO,5085.60
76001,2025-02-26 10:57:53.173,2025-02-26 12:15:17.000,ENVIADO,RECIBIDO,4643.83
76001,2025-02-26 11:04:03.373,2025-02-26 12:15:17.000,ENVIADO,RECIBIDO,4273.63
76001,2025-02-26 11:06:34.843,2025-02-26 12:15:17.000,ENVIADO,RECIBIDO,4122.16
76012,2025-02-26 13:21:37.487,2025-02-26 14:36:10.000,ENVIADO,RECIBIDO,4472.51
76036,2025-02-27 09:52:27.540,2025-02-27 12:15:15.000,ENVIADO,RECIBIDO,8567.46
76036,2025-02-27 09:52:27.540,2025-02-27 12:15:15.000,ENVIADO,RECIBIDO,8567.46
76047,2025-02-27 12:03:43.157,2025-02-27 14:36:03.000,ENVIADO,RECIBIDO,9139.84
76047,2025-02-27 12:27:06.260,2025-02-27 14:36:03.000,ENVIADO,RECIBIDO,7736.74
76047,2025-02-27 12:53:12.070,2025-02-27 14:36:03.000,ENVIADO,RECIBIDO,6170.93
76047,2025-02-27 12:54:15.367,2025-02-27 14:36:03.000,ENVIADO,RECIBIDO,6107.63
76047,2025-02-27 13:18:12.443,2025-02-27 14:36:03.000,ENVIADO,RECIBIDO,4670.56
76047,2025-02-27 13:19:32.597,2025-02-27 14:36:03.000,ENVIADO,RECIBIDO,4590.40
76047,2025-02-27 13:25:37.647,2025-02-27 14:36:03.000,ENVIADO,RECIBIDO,4225.35
76047,2025-02-27 13:43:59.373,2025-02-27 14:36:03.000,ENVIADO,RECIBIDO,3123.63
76047,2025-02-27 13:53:21.403,2025-02-27 14:36:03.000,ENVIADO,RECIBIDO,2561.60
76070,2025-02-28 06:43:46.817,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,19890.18
76070,2025-02-28 09:14:43.673,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,10833.33
76070,2025-02-28 09:20:57.730,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,10459.27
76070,2025-02-28 09:32:24.097,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,9772.90
76070,2025-02-28 09:42:08.153,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,9188.85
76070,2025-02-28 09:49:31.063,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,8745.94
76070,2025-02-28 09:59:55.783,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,8121.22
76070,2025-02-28 10:04:05.723,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,7871.28
76070,2025-02-28 10:14:08.700,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,7268.30
76070,2025-02-28 10:20:24.590,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,6892.41
76070,2025-02-28 10:24:30.387,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,6646.61
76070,2025-02-28 10:29:05.503,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,6371.50
76070,2025-02-28 11:20:29.740,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,3287.26
76070,2025-02-28 11:29:35.180,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,2741.82
76070,2025-02-28 11:41:15.387,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,2041.61
76070,2025-02-28 11:51:10.387,2025-02-28 12:15:17.000,ENVIADO,RECIBIDO,1446.61
76081,2025-02-28 12:10:04.140,2025-02-28 14:36:04.000,ENVIADO,RECIBIDO,8759.86
76081,2025-02-28 12:29:52.847,2025-02-28 14:36:04.000,ENVIADO,RECIBIDO,7571.15
76081,2025-02-28 13:00:30.783,2025-02-28 14:36:04.000,ENVIADO,RECIBIDO,5733.22
76081,2025-02-28 13:14:59.670,2025-02-28 14:36:04.000,ENVIADO,RECIBIDO,4864.33
76081,2025-02-28 14:07:29.363,2025-02-28 14:36:04.000,ENVIADO,RECIBIDO,1714.64
76103,2025-03-03 08:12:36.223,2025-03-03 12:15:16.000,ENVIADO,RECIBIDO,14559.78
76103,2025-03-03 09:02:56.737,2025-03-03 12:15:16.000,ENVIADO,RECIBIDO,11539.26
76103,2025-03-03 10:21:33.107,2025-03-03 12:15:16.000,ENVIADO,RECIBIDO,6822.89
76103,2025-03-03 10:47:23.827,2025-03-03 12:15:16.000,ENVIADO,RECIBIDO,5272.17
76103,2025-03-03 11:07:15.617,2025-03-03 12:15:16.000,ENVIADO,RECIBIDO,4080.38
76103,2025-03-03 11:08:34.773,2025-03-03 12:15:16.000,ENVIADO,RECIBIDO,4001.23
76103,2025-03-03 11:41:58.947,2025-03-03 12:15:16.000,ENVIADO,RECIBIDO,1997.05
76103,2025-03-03 11:47:53.483,2025-03-03 12:15:16.000,ENVIADO,RECIBIDO,1642.52
76103,2025-03-03 11:50:29.063,2025-03-03 12:15:16.000,ENVIADO,RECIBIDO,1486.94
76103,2025-03-03 11:59:27.360,2025-03-03 12:15:16.000,ENVIADO,RECIBIDO,948.64
76115,2025-03-03 13:35:12.347,2025-03-03 14:36:05.000,ENVIADO,RECIBIDO,3652.65
76115,2025-03-03 13:35:12.347,2025-03-03 14:36:05.000,ENVIADO,RECIBIDO,3652.65
76138,2025-03-04 08:25:04.370,2025-03-04 12:15:14.000,ENVIADO,RECIBIDO,13809.63
76138,2025-03-04 08:26:21.840,2025-03-04 12:15:14.000,ENVIADO,RECIBIDO,13732.16
76138,2025-03-04 09:03:12.110,2025-03-04 12:15:14.000,ENVIADO,RECIBIDO,11521.89
76138,2025-03-04 09:10:33.793,2025-03-04 12:15:14.000,ENVIADO,RECIBIDO,11080.21
76138,2025-03-04 09:17:02.173,2025-03-04 12:15:14.000,ENVIADO,RECIBIDO,10691.83
76138,2025-03-04 10:30:56.167,2025-03-04 12:15:14.000,ENVIADO,RECIBIDO,6257.83
76138,2025-03-04 11:02:25.247,2025-03-04 12:15:14.000,ENVIADO,RECIBIDO,4368.75
76138,2025-03-04 11:11:58.580,2025-03-04 12:15:14.000,ENVIADO,RECIBIDO,3795.42
76138,2025-03-04 11:50:33.367,2025-03-04 12:15:14.000,ENVIADO,RECIBIDO,1480.63
76149,2025-03-04 12:32:54.837,2025-03-04 14:36:06.000,ENVIADO,RECIBIDO,7391.16
76149,2025-03-04 13:50:00.500,2025-03-04 14:36:06.000,ENVIADO,RECIBIDO,2765.50
76149,2025-03-04 13:53:11.517,2025-03-04 14:36:06.000,ENVIADO,RECIBIDO,2574.48
76171,2025-03-05 09:38:25.477,2025-03-05 12:15:21.000,ENVIADO,RECIBIDO,9415.52
76171,2025-03-05 11:03:03.027,2025-03-05 12:15:21.000,ENVIADO,RECIBIDO,4337.97
76171,2025-03-05 11:15:44.200,2025-03-05 12:15:21.000,ENVIADO,RECIBIDO,3576.80
76171,2025-03-05 11:20:24.163,2025-03-05 12:15:21.000,ENVIADO,RECIBIDO,3296.84
76171,2025-03-05 11:21:06.800,2025-03-05 12:15:21.000,ENVIADO,RECIBIDO,3254.20
76171,2025-03-05 11:40:12.407,2025-03-05 12:15:21.000,ENVIADO,RECIBIDO,2108.59
76171,2025-03-05 11:44:37.017,2025-03-05 12:15:21.000,ENVIADO,RECIBIDO,1843.98
76182,2025-03-05 12:02:30.697,2025-03-05 14:36:15.000,ENVIADO,RECIBIDO,9224.30
76182,2025-03-05 12:18:20.357,2025-03-05 14:36:15.000,ENVIADO,RECIBIDO,8274.64
76182,2025-03-05 13:14:58.747,2025-03-05 14:36:15.000,ENVIADO,RECIBIDO,4876.25
76182,2025-03-05 14:03:13.887,2025-03-05 14:36:15.000,ENVIADO,RECIBIDO,1981.11
76182,2025-03-05 14:26:33.350,2025-03-05 14:36:15.000,ENVIADO,RECIBIDO,581.65
76205,2025-03-06 10:04:58.210,2025-03-06 12:15:17.000,ENVIADO,RECIBIDO,7818.79
76205,2025-03-06 10:08:23.353,2025-03-06 12:15:17.000,ENVIADO,RECIBIDO,7613.65
76205,2025-03-06 10:09:53.820,2025-03-06 12:15:17.000,ENVIADO,RECIBIDO,7523.18
76205,2025-03-06 10:58:00.220,2025-03-06 12:15:17.000,ENVIADO,RECIBIDO,4636.78
76205,2025-03-06 11:03:25.847,2025-03-06 12:15:17.000,ENVIADO,RECIBIDO,4311.15
76205,2025-03-06 11:26:50.997,2025-03-06 12:15:17.000,ENVIADO,RECIBIDO,2906.00
76216,2025-03-06 12:09:23.053,2025-03-06 14:36:06.000,ENVIADO,RECIBIDO,8802.95
76216,2025-03-06 13:07:48.183,2025-03-06 14:36:06.000,ENVIADO,RECIBIDO,5297.82
76216,2025-03-06 13:25:16.343,2025-03-06 14:36:06.000,ENVIADO,RECIBIDO,4249.66
76216,2025-03-06 13:34:16.927,2025-03-06 14:36:06.000,ENVIADO,RECIBIDO,3709.07
76216,2025-03-06 14:27:23.993,2025-03-06 14:36:06.000,ENVIADO,RECIBIDO,522.01
76426,2025-03-17 13:38:01.967,2025-03-17 14:35:12.000,ENVIADO,RECIBIDO,3430.03
76480,2025-03-19 08:24:18.720,2025-03-19 12:15:13.000,ENVIADO,RECIBIDO,13854.28
76480,2025-03-19 09:51:07.493,2025-03-19 12:15:13.000,ENVIADO,RECIBIDO,8645.51
76480,2025-03-19 09:55:23.273,2025-03-19 12:15:13.000,ENVIADO,RECIBIDO,8389.73
76480,2025-03-19 09:57:08.727,2025-03-19 12:15:13.000,ENVIADO,RECIBIDO,8284.27
76480,2025-03-19 09:58:09.780,2025-03-19 12:15:13.000,ENVIADO,RECIBIDO,8223.22
76480,2025-03-19 10:07:36.157,2025-03-19 12:15:13.000,ENVIADO,RECIBIDO,7656.84
76491,2025-03-19 13:23:17.437,2025-03-19 14:35:12.000,ENVIADO,RECIBIDO,4314.56
76491,2025-03-19 13:46:44.993,2025-03-19 14:35:12.000,ENVIADO,RECIBIDO,2907.01
76491,2025-03-19 13:50:09.447,2025-03-19 14:35:12.000,ENVIADO,RECIBIDO,2702.55
76491,2025-03-19 13:58:19.857,2025-03-19 14:35:12.000,ENVIADO,RECIBIDO,2212.14
76515,2025-03-20 10:13:48.893,2025-03-20 12:15:12.000,ENVIADO,RECIBIDO,7283.11
76515,2025-03-20 10:13:48.893,2025-03-20 12:15:12.000,ENVIADO,RECIBIDO,7283.11
76526,2025-03-20 14:09:07.430,2025-03-20 14:35:12.000,ENVIADO,RECIBIDO,1564.57
76552,2025-03-21 05:03:14.180,2025-03-21 12:15:15.000,ENVIADO,RECIBIDO,25920.82
76552,2025-03-21 07:41:26.187,2025-03-21 12:15:15.000,ENVIADO,RECIBIDO,16428.81
76552,2025-03-21 09:12:08.963,2025-03-21 12:15:15.000,ENVIADO,RECIBIDO,10986.04
76552,2025-03-21 09:15:10.827,2025-03-21 12:15:15.000,ENVIADO,RECIBIDO,10804.17
76552,2025-03-21 09:23:19.617,2025-03-21 12:15:15.000,ENVIADO,RECIBIDO,10315.38
76552,2025-03-21 09:33:19.687,2025-03-21 12:15:15.000,ENVIADO,RECIBIDO,9715.31
76552,2025-03-21 10:38:32.087,2025-03-21 12:15:15.000,ENVIADO,RECIBIDO,5802.91
76552,2025-03-21 10:39:12.370,2025-03-21 12:15:15.000,ENVIADO,RECIBIDO,5762.63
76552,2025-03-21 10:43:27.947,2025-03-21 12:15:15.000,ENVIADO,RECIBIDO,5507.05
76552,2025-03-21 11:13:11.367,2025-03-21 12:15:15.000,ENVIADO,RECIBIDO,3723.63
76564,2025-03-21 12:05:21.197,2025-03-21 14:35:15.000,ENVIADO,RECIBIDO,8993.80
76564,2025-03-21 12:05:21.197,2025-03-21 14:35:15.000,ENVIADO,RECIBIDO,8993.80
76564,2025-03-21 12:12:57.973,2025-03-21 14:35:15.000,ENVIADO,RECIBIDO,8537.03
76564,2025-03-21 12:12:57.973,2025-03-21 14:35:15.000,ENVIADO,RECIBIDO,8537.03
76599,2025-03-24 12:00:42.023,2025-03-24 14:35:16.000,ENVIADO,RECIBIDO,9273.98
76599,2025-03-24 13:29:08.873,2025-03-24 14:35:16.000,ENVIADO,RECIBIDO,3967.13
76599,2025-03-24 14:12:45.297,2025-03-24 14:35:16.000,ENVIADO,RECIBIDO,1350.70
76599,2025-03-24 14:12:52.787,2025-03-24 14:35:16.000,ENVIADO,RECIBIDO,1343.21
76621,2025-03-25 04:30:31.027,2025-03-25 12:15:18.000,ENVIADO,RECIBIDO,27886.97
76621,2025-03-25 08:13:45.987,2025-03-25 12:15:18.000,ENVIADO,RECIBIDO,14492.01
76621,2025-03-25 09:41:40.510,2025-03-25 12:15:18.000,ENVIADO,RECIBIDO,9217.49
76621,2025-03-25 09:43:40.513,2025-03-25 12:15:18.000,ENVIADO,RECIBIDO,9097.49
76621,2025-03-25 10:09:03.990,2025-03-25 12:15:18.000,ENVIADO,RECIBIDO,7574.01
76621,2025-03-25 10:19:21.897,2025-03-25 12:15:18.000,ENVIADO,RECIBIDO,6956.10
76621,2025-03-25 10:22:49.810,2025-03-25 12:15:18.000,ENVIADO,RECIBIDO,6748.19
76621,2025-03-25 10:50:07.540,2025-03-25 12:15:18.000,ENVIADO,RECIBIDO,5110.46
76621,2025-03-25 10:55:23.463,2025-03-25 12:15:18.000,ENVIADO,RECIBIDO,4794.54
76621,2025-03-25 11:36:07.730,2025-03-25 12:15:18.000,ENVIADO,RECIBIDO,2350.27
76633,2025-03-25 12:23:10.383,2025-03-25 14:35:17.000,ENVIADO,RECIBIDO,7926.62
76633,2025-03-25 12:23:10.383,2025-03-25 14:35:17.000,ENVIADO,RECIBIDO,7926.62
76657,2025-03-26 11:23:17.390,2025-03-26 12:15:13.000,ENVIADO,RECIBIDO,3115.61
76657,2025-03-26 11:23:17.390,2025-03-26 12:15:13.000,ENVIADO,RECIBIDO,3115.61
76668,2025-03-26 12:00:55.173,2025-03-26 14:35:18.000,ENVIADO,RECIBIDO,9262.83
76668,2025-03-26 12:05:31.710,2025-03-26 14:35:18.000,ENVIADO,RECIBIDO,8986.29
76668,2025-03-26 12:15:01.427,2025-03-26 14:35:18.000,ENVIADO,RECIBIDO,8416.57
76668,2025-03-26 13:30:06.577,2025-03-26 14:35:18.000,ENVIADO,RECIBIDO,3911.42
76690,2025-03-27 08:01:43.270,2025-03-27 12:15:13.000,ENVIADO,RECIBIDO,15209.73
76690,2025-03-27 08:15:29.447,2025-03-27 12:15:13.000,ENVIADO,RECIBIDO,14383.55
76690,2025-03-27 08:59:11.570,2025-03-27 12:15:13.000,ENVIADO,RECIBIDO,11761.43
76690,2025-03-27 09:27:55.790,2025-03-27 12:15:13.000,ENVIADO,RECIBIDO,10037.21
76690,2025-03-27 10:27:21.303,2025-03-27 12:15:13.000,ENVIADO,RECIBIDO,6471.70
76690,2025-03-27 11:43:04.353,2025-03-27 12:15:13.000,ENVIADO,RECIBIDO,1928.65
76690,2025-03-27 11:44:06.917,2025-03-27 12:15:13.000,ENVIADO,RECIBIDO,1866.08
