ID_TRANSACCION,IND_TRANSACCION,IND_ESTADO_OPERACION,FEC_OPERACION_CCE,FEC_RESPUESTA_CCE,FEC_REGISTRO,FEC_MODIFICO,VAL_SEGUNDOS_CCE,VAL_SEGUNDOS_CMACT
2283,SALIENTE,F,2025-11-04 11:13:57.000,2025-11-04 11:13:58.000,2025-11-04 11:13:57.870,2025-11-04 11:13:58.483,1.00,0.61
2284,SALIENTE,F,2025-11-04 11:17:21.000,2025-11-04 11:17:21.000,2025-11-04 11:17:21.393,2025-11-04 11:17:22.057,0.00,0.66
2287,SALIENTE,F,2025-11-04 11:42:48.000,2025-11-04 11:42:49.000,2025-11-04 11:42:48.790,2025-11-04 11:42:49.517,1.00,0.73
2289,SALIENTE,F,2025-11-04 12:11:39.000,2025-11-04 12:11:46.000,2025-11-04 12:11:39.963,2025-11-04 12:11:41.100,7.00,1.14
785,SALIENTE,F,2025-10-10 20:23:36.000,2025-10-10 20:23:42.000,2025-10-10 20:23:36.230,2025-10-10 20:23:37.053,6.00,0.82
787,SALIENTE,F,2025-10-10 21:34:11.000,2025-10-10 21:34:11.000,2025-10-10 21:34:11.863,2025-10-10 21:34:12.710,0.00,0.85
788,SALIENTE,F,2025-10-10 21:51:14.000,2025-10-10 21:51:20.000,2025-10-10 21:51:14.510,2025-10-10 21:51:15.307,6.00,0.80
789,SALIENTE,F,2025-10-10 21:58:55.000,2025-10-10 21:58:55.000,2025-10-10 21:58:55.127,2025-10-10 21:58:56.027,0.00,0.90
790,SALIENTE,F,2025-10-11 08:37:15.000,2025-10-11 08:37:15.000,2025-10-11 08:37:15.980,2025-10-11 08:37:17.077,0.00,1.10
792,SALIENTE,F,2025-10-11 09:33:22.000,2025-10-11 09:33:29.000,2025-10-11 09:33:22.843,2025-10-11 09:33:23.830,7.00,0.99
793,SALIENTE,F,2025-10-11 09:34:09.000,2025-10-11 09:34:10.000,2025-10-11 09:34:09.583,2025-10-11 09:34:11.020,1.00,1.44
796,SALIENTE,F,2025-10-11 10:35:37.000,2025-10-11 10:35:38.000,2025-10-11 10:35:37.537,2025-10-11 10:35:38.677,1.00,1.14
797,SALIENTE,F,2025-10-11 10:42:52.000,2025-10-11 10:42:53.000,2025-10-11 10:42:52.873,2025-10-11 10:42:53.780,1.00,0.91
799,SALIENTE,F,2025-10-11 12:15:24.000,2025-10-11 12:15:31.000,2025-10-11 12:15:24.997,2025-10-11 12:15:26.153,7.00,1.16
800,SALIENTE,F,2025-10-11 12:15:46.000,2025-10-11 12:15:53.000,2025-10-11 12:15:46.680,2025-10-11 12:15:47.977,7.00,1.30
802,SALIENTE,F,2025-10-11 12:18:10.000,2025-10-11 12:18:11.000,2025-10-11 12:18:10.777,2025-10-11 12:18:11.390,1.00,0.61
805,SALIENTE,F,2025-10-11 12:28:20.000,2025-10-11 12:28:20.000,2025-10-11 12:28:20.347,2025-10-11 12:28:20.983,0.00,0.64
806,SALIENTE,F,2025-10-11 13:22:45.000,2025-10-11 13:22:45.000,2025-10-11 13:22:45.340,2025-10-11 13:22:46.337,0.00,1.00
807,SALIENTE,F,2025-10-11 13:51:24.000,2025-10-11 13:51:30.000,2025-10-11 13:51:24.153,2025-10-11 13:51:25.193,6.00,1.04
808,SALIENTE,F,2025-10-11 14:04:47.000,2025-10-11 14:04:48.000,2025-10-11 14:04:47.073,2025-10-11 14:04:48.367,1.00,1.29
809,SALIENTE,F,2025-10-11 16:06:56.000,2025-10-11 16:06:59.000,2025-10-11 16:06:56.113,2025-10-11 16:06:59.797,3.00,3.68
810,SALIENTE,F,2025-10-11 16:09:35.000,2025-10-11 16:09:35.000,2025-10-11 16:09:35.023,2025-10-11 16:09:35.767,0.00,0.74
812,SALIENTE,F,2025-10-11 17:09:27.000,2025-10-11 17:09:28.000,2025-10-11 17:09:27.407,2025-10-11 17:09:28.237,1.00,0.83
820,SALIENTE,F,2025-10-11 20:47:28.000,2025-10-11 20:47:34.000,2025-10-11 20:47:28.577,2025-10-11 20:47:29.560,6.00,0.98
821,SALIENTE,F,2025-10-11 21:33:24.000,2025-10-11 21:33:25.000,2025-10-11 21:33:24.857,2025-10-11 21:33:25.657,1.00,0.80
823,SALIENTE,F,2025-10-12 00:20:44.000,2025-10-12 00:20:44.000,2025-10-12 00:20:44.207,2025-10-12 00:20:45.120,0.00,0.91
824,SALIENTE,F,2025-10-12 00:52:03.000,2025-10-12 00:52:10.000,2025-10-12 00:52:03.983,2025-10-12 00:52:04.827,7.00,0.84
825,SALIENTE,F,2025-10-12 01:51:51.000,2025-10-12 01:51:51.000,2025-10-12 01:51:51.783,2025-10-12 01:51:52.810,0.00,1.03
827,SALIENTE,F,2025-10-12 12:18:32.000,2025-10-12 12:18:34.000,2025-10-12 12:18:32.483,2025-10-12 12:18:34.270,2.00,1.79
828,SALIENTE,F,2025-10-12 12:41:44.000,2025-10-12 12:41:45.000,2025-10-12 12:41:44.907,2025-10-12 12:41:45.837,1.00,0.93
829,SALIENTE,F,2025-10-12 13:03:53.000,2025-10-12 13:03:59.000,2025-10-12 13:03:53.267,2025-10-12 13:03:54.157,6.00,0.89
830,SALIENTE,F,2025-10-12 14:04:47.000,2025-10-12 14:04:48.000,2025-10-12 14:04:47.583,2025-10-12 14:04:48.517,1.00,0.93
834,SALIENTE,F,2025-10-12 14:30:10.000,2025-10-12 14:30:10.000,2025-10-12 14:30:10.307,2025-10-12 14:30:11.110,0.00,0.80
836,SALIENTE,F,2025-10-12 16:43:47.000,2025-10-12 16:43:53.000,2025-10-12 16:43:47.443,2025-10-12 16:43:48.643,6.00,1.20
837,SALIENTE,F,2025-10-12 16:54:27.000,2025-10-12 16:54:33.000,2025-10-12 16:54:27.107,2025-10-12 16:54:27.957,6.00,0.85
838,SALIENTE,F,2025-10-12 18:47:13.000,2025-10-12 18:47:15.000,2025-10-12 18:47:13.197,2025-10-12 18:47:14.893,2.00,1.70
866,SALIENTE,F,2025-10-13 11:44:39.000,2025-10-13 11:44:39.000,2025-10-13 11:44:39.173,2025-10-13 11:44:40.003,0.00,0.83
867,SALIENTE,F,2025-10-13 11:54:09.000,2025-10-13 11:54:10.000,2025-10-13 11:54:09.847,2025-10-13 11:54:10.587,1.00,0.74
868,SALIENTE,F,2025-10-13 11:54:36.000,2025-10-13 11:54:36.000,2025-10-13 11:54:36.157,2025-10-13 11:54:36.920,0.00,0.76
869,SALIENTE,F,2025-10-13 11:55:02.000,2025-10-13 11:55:02.000,2025-10-13 11:55:02.233,2025-10-13 11:55:02.923,0.00,0.69
870,SALIENTE,F,2025-10-13 11:57:54.000,2025-10-13 11:58:00.000,2025-10-13 11:57:54.323,2025-10-13 11:57:55.370,6.00,1.05
876,SALIENTE,F,2025-10-13 14:40:32.000,2025-10-13 14:40:39.000,2025-10-13 14:40:32.833,2025-10-13 14:40:33.797,7.00,0.96
877,SALIENTE,F,2025-10-13 14:52:51.000,2025-10-13 14:52:57.000,2025-10-13 14:52:51.193,2025-10-13 14:52:52.257,6.00,1.06
839,SALIENTE,F,2025-10-12 18:57:23.000,2025-10-12 18:57:30.000,2025-10-12 18:57:23.957,2025-10-12 18:57:24.990,7.00,1.03
842,SALIENTE,F,2025-10-12 21:39:05.000,2025-10-12 21:39:11.000,2025-10-12 21:39:05.427,2025-10-12 21:39:06.387,6.00,0.96
843,SALIENTE,F,2025-10-12 21:40:27.000,2025-10-12 21:40:27.000,2025-10-12 21:40:27.160,2025-10-12 21:40:27.887,0.00,0.73
846,SALIENTE,F,2025-10-13 07:38:08.000,2025-10-13 07:38:09.000,2025-10-13 07:38:08.457,2025-10-13 07:38:09.447,1.00,0.99
848,SALIENTE,F,2025-10-13 08:52:09.000,2025-10-13 08:52:09.000,2025-10-13 08:52:09.257,2025-10-13 08:52:10.147,0.00,0.89
879,SALIENTE,F,2025-10-13 15:46:35.000,2025-10-13 15:46:37.000,2025-10-13 15:46:36.000,2025-10-13 15:46:37.947,2.00,1.95
880,SALIENTE,F,2025-10-13 15:47:56.000,2025-10-13 15:47:57.000,2025-10-13 15:47:56.370,2025-10-13 15:47:58.157,1.00,1.79
882,SALIENTE,F,2025-10-13 16:11:21.000,2025-10-13 16:11:22.000,2025-10-13 16:11:21.550,2025-10-13 16:11:22.747,1.00,1.20
883,SALIENTE,F,2025-10-13 16:19:12.000,2025-10-13 16:19:19.000,2025-10-13 16:19:12.847,2025-10-13 16:19:13.930,7.00,1.08
886,SALIENTE,F,2025-10-13 18:00:18.000,2025-10-13 18:00:25.000,2025-10-13 18:00:18.867,2025-10-13 18:00:19.837,7.00,0.97
887,SALIENTE,F,2025-10-13 18:34:10.000,2025-10-13 18:34:10.000,2025-10-13 18:34:10.313,2025-10-13 18:34:11.313,0.00,1.00
890,SALIENTE,F,2025-10-13 21:05:43.000,2025-10-13 21:05:43.000,2025-10-13 21:05:43.213,2025-10-13 21:05:44.357,0.00,1.14
891,SALIENTE,F,2025-10-13 21:06:09.000,2025-10-13 21:06:10.000,2025-10-13 21:06:09.557,2025-10-13 21:06:10.607,1.00,1.05
1720,SALIENTE,F,2025-10-27 16:21:49.000,2025-10-27 16:21:50.000,2025-10-27 16:21:49.640,2025-10-27 16:21:50.387,1.00,0.75
1559,SALIENTE,F,2025-10-25 05:07:09.000,2025-10-25 05:07:09.000,2025-10-25 05:07:09.057,2025-10-25 05:07:09.763,0.00,0.71
1560,SALIENTE,F,2025-10-25 05:08:29.000,2025-10-25 05:08:29.000,2025-10-25 05:08:29.273,2025-10-25 05:08:30.103,0.00,0.83
1561,SALIENTE,F,2025-10-25 05:25:51.000,2025-10-25 05:25:51.000,2025-10-25 05:25:51.210,2025-10-25 05:25:52.017,0.00,0.81
1579,SALIENTE,F,2025-10-25 11:02:58.000,2025-10-25 11:02:59.000,2025-10-25 11:02:58.287,2025-10-25 11:02:59.477,1.00,1.19
1584,SALIENTE,F,2025-10-25 12:04:47.000,2025-10-25 12:04:47.000,2025-10-25 12:04:47.113,2025-10-25 12:04:48.253,0.00,1.14
1585,SALIENTE,F,2025-10-25 12:12:32.000,2025-10-25 12:12:32.000,2025-10-25 12:12:32.190,2025-10-25 12:12:33.257,0.00,1.07
1586,SALIENTE,F,2025-10-25 12:18:37.000,2025-10-25 12:18:38.000,2025-10-25 12:18:37.503,2025-10-25 12:18:38.553,1.00,1.05
1617,SALIENTE,F,2025-10-25 21:20:21.000,2025-10-25 21:20:22.000,2025-10-25 21:20:21.627,2025-10-25 21:20:22.613,1.00,0.99
1618,SALIENTE,F,2025-10-25 23:17:13.000,2025-10-25 23:17:14.000,2025-10-25 23:17:13.850,2025-10-25 23:17:14.947,1.00,1.10
1620,SALIENTE,F,2025-10-26 00:25:18.000,2025-10-26 00:25:25.000,2025-10-26 00:25:18.777,2025-10-26 00:25:20.053,7.00,1.28
1622,SALIENTE,F,2025-10-26 08:12:14.000,2025-10-26 08:12:15.000,2025-10-26 08:12:14.783,2025-10-26 08:12:16.013,1.00,1.23
1624,SALIENTE,F,2025-10-26 09:14:29.000,2025-10-26 09:14:29.000,2025-10-26 09:14:29.443,2025-10-26 09:14:30.100,0.00,0.66
1625,SALIENTE,F,2025-10-26 09:15:24.000,2025-10-26 09:15:25.000,2025-10-26 09:15:25.000,2025-10-26 09:15:25.700,1.00,0.70
1657,SALIENTE,F,2025-10-26 22:22:03.000,2025-10-26 22:22:03.000,2025-10-26 22:22:03.240,2025-10-26 22:22:03.843,0.00,0.60
1658,SALIENTE,F,2025-10-26 22:23:31.000,2025-10-26 22:23:31.000,2025-10-26 22:23:31.357,2025-10-26 22:23:32.097,0.00,0.74
1660,SALIENTE,F,2025-10-27 06:09:47.000,2025-10-27 06:09:48.000,2025-10-27 06:09:48.010,2025-10-27 06:09:49.193,1.00,1.18
1664,SALIENTE,F,2025-10-27 08:52:45.000,2025-10-27 08:52:46.000,2025-10-27 08:52:45.927,2025-10-27 08:52:46.847,1.00,0.92
1726,SALIENTE,F,2025-10-27 17:53:41.000,2025-10-27 17:53:42.000,2025-10-27 17:53:41.583,2025-10-27 17:53:42.667,1.00,1.08
1729,SALIENTE,F,2025-10-27 18:24:31.000,2025-10-27 18:24:31.000,2025-10-27 18:24:31.140,2025-10-27 18:24:31.920,0.00,0.78
1733,SALIENTE,F,2025-10-27 20:35:09.000,2025-10-27 20:35:10.000,2025-10-27 20:35:09.587,2025-10-27 20:35:10.337,1.00,0.75
1736,SALIENTE,F,2025-10-27 22:44:39.000,2025-10-27 22:44:40.000,2025-10-27 22:44:39.627,2025-10-27 22:44:40.680,1.00,1.05
1737,SALIENTE,F,2025-10-28 01:26:51.000,2025-10-28 01:26:57.000,2025-10-28 01:26:51.503,2025-10-28 01:26:52.483,6.00,0.98
1738,SALIENTE,F,2025-10-28 02:07:02.000,2025-10-28 02:07:08.000,2025-10-28 02:07:02.727,2025-10-28 02:07:03.707,6.00,0.98
1739,SALIENTE,F,2025-10-28 06:05:54.000,2025-10-28 06:05:54.000,2025-10-28 06:05:54.300,2025-10-28 06:05:54.940,0.00,0.64
1740,SALIENTE,F,2025-10-28 06:08:26.000,2025-10-28 06:08:26.000,2025-10-28 06:08:26.157,2025-10-28 06:08:26.867,0.00,0.71
1745,SALIENTE,F,2025-10-28 09:41:20.000,2025-10-28 09:41:26.000,2025-10-28 09:41:20.313,2025-10-28 09:41:21.377,6.00,1.06
1749,SALIENTE,F,2025-10-28 10:10:37.000,2025-10-28 10:10:43.000,2025-10-28 10:10:37.223,2025-10-28 10:10:38.250,6.00,1.03
1751,SALIENTE,F,2025-10-28 10:17:22.000,2025-10-28 10:17:23.000,2025-10-28 10:17:22.573,2025-10-28 10:17:23.273,1.00,0.70
1752,SALIENTE,F,2025-10-28 10:27:05.000,2025-10-28 10:27:06.000,2025-10-28 10:27:05.950,2025-10-28 10:27:06.770,1.00,0.82
1755,SALIENTE,F,2025-10-28 10:59:07.000,2025-10-28 10:59:14.000,2025-10-28 10:59:07.547,2025-10-28 10:59:08.810,7.00,1.26
1759,SALIENTE,F,2025-10-28 12:10:00.000,2025-10-28 12:10:01.000,2025-10-28 12:10:00.607,2025-10-28 12:10:01.190,1.00,0.58
1769,SALIENTE,F,2025-10-28 14:00:32.000,2025-10-28 14:00:33.000,2025-10-28 14:00:32.957,2025-10-28 14:00:33.677,1.00,0.72
1770,SALIENTE,F,2025-10-28 14:21:27.000,2025-10-28 14:21:28.000,2025-10-28 14:21:27.750,2025-10-28 14:21:28.903,1.00,1.15
1771,SALIENTE,F,2025-10-28 14:34:28.000,2025-10-28 14:34:28.000,2025-10-28 14:34:28.020,2025-10-28 14:34:28.870,0.00,0.85
1772,SALIENTE,F,2025-10-28 14:39:01.000,2025-10-28 14:39:01.000,2025-10-28 14:39:01.297,2025-10-28 14:39:01.950,0.00,0.65
1774,SALIENTE,F,2025-10-28 15:49:18.000,2025-10-28 15:49:18.000,2025-10-28 15:49:18.107,2025-10-28 15:49:19.017,0.00,0.91
1775,SALIENTE,F,2025-10-28 16:16:32.000,2025-10-28 16:16:33.000,2025-10-28 16:16:32.973,2025-10-28 16:16:33.743,1.00,0.77
1776,SALIENTE,F,2025-10-28 16:26:24.000,2025-10-28 16:26:24.000,2025-10-28 16:26:24.147,2025-10-28 16:26:24.753,0.00,0.61
6,SALIENTE,F,2025-09-22 12:57:07.000,2025-09-22 12:57:08.000,2025-09-22 12:57:07.090,2025-09-22 12:57:08.253,1.00,1.16
33,SALIENTE,F,2025-09-23 10:55:51.000,2025-09-23 10:55:52.000,2025-09-23 10:55:51.633,2025-09-23 10:55:52.720,1.00,1.09
41,SALIENTE,F,2025-09-23 13:44:03.000,2025-09-23 13:44:04.000,2025-09-23 13:44:03.797,2025-09-23 13:44:04.783,1.00,0.99
46,SALIENTE,F,2025-09-23 16:58:17.000,2025-09-23 16:58:23.000,2025-09-23 16:58:17.380,2025-09-23 16:58:18.627,6.00,1.25
50,SALIENTE,F,2025-09-23 19:51:49.000,2025-09-23 19:51:50.000,2025-09-23 19:51:49.633,2025-09-23 19:51:50.783,1.00,1.15
51,SALIENTE,F,2025-09-23 20:41:22.000,2025-09-23 20:41:28.000,2025-09-23 20:41:22.087,2025-09-23 20:41:22.950,6.00,0.86
79,SALIENTE,F,2025-09-25 08:31:55.000,2025-09-25 08:31:55.000,2025-09-25 08:31:55.847,2025-09-25 08:31:57.190,0.00,1.34
82,SALIENTE,F,2025-09-25 10:13:48.000,2025-09-25 10:13:49.000,2025-09-25 10:13:48.790,2025-09-25 10:13:50.303,1.00,1.51
87,SALIENTE,F,2025-09-25 12:38:45.000,2025-09-25 12:38:45.000,2025-09-25 12:38:45.753,2025-09-25 12:38:47.290,0.00,1.54
59,SALIENTE,F,2025-09-24 11:01:43.000,2025-09-24 11:01:43.000,2025-09-24 11:01:43.530,2025-09-24 11:01:44.227,0.00,0.70
65,SALIENTE,F,2025-09-24 15:27:54.000,2025-09-24 15:27:56.000,2025-09-24 15:27:54.830,2025-09-24 15:27:56.787,2.00,1.96
66,SALIENTE,F,2025-09-24 16:37:57.000,2025-09-24 16:38:03.000,2025-09-24 16:37:57.717,2025-09-24 16:37:58.720,6.00,1.00
68,SALIENTE,F,2025-09-24 18:20:13.000,2025-09-24 18:20:15.000,2025-09-24 18:20:13.273,2025-09-24 18:20:14.710,2.00,1.44
95,SALIENTE,F,2025-09-25 16:45:52.000,2025-09-25 16:45:58.000,2025-09-25 16:45:52.417,2025-09-25 16:45:53.273,6.00,0.86
105,SALIENTE,F,2025-09-26 06:22:22.000,2025-09-26 06:22:29.000,2025-09-26 06:22:22.873,2025-09-26 06:22:24.123,7.00,1.25
1964,SALIENTE,F,2025-10-31 10:07:49.000,2025-10-31 10:07:49.000,2025-10-31 10:07:49.180,2025-10-31 10:07:50.017,0.00,0.84
1968,SALIENTE,F,2025-10-31 11:04:00.000,2025-10-31 11:04:01.000,2025-10-31 11:04:00.210,2025-10-31 11:04:01.427,1.00,1.22
1969,SALIENTE,F,2025-10-31 11:24:50.000,2025-10-31 11:24:50.000,2025-10-31 11:24:50.210,2025-10-31 11:24:51.260,0.00,1.05
1971,SALIENTE,F,2025-10-31 11:30:26.000,2025-10-31 11:30:27.000,2025-10-31 11:30:26.857,2025-10-31 11:30:27.677,1.00,0.82
1982,SALIENTE,F,2025-10-31 12:51:17.000,2025-10-31 12:51:17.000,2025-10-31 12:51:17.473,2025-10-31 12:51:18.217,0.00,0.74
1986,SALIENTE,F,2025-10-31 13:32:52.000,2025-10-31 13:32:52.000,2025-10-31 13:32:52.493,2025-10-31 13:32:53.517,0.00,1.02
1989,SALIENTE,F,2025-10-31 14:16:04.000,2025-10-31 14:16:05.000,2025-10-31 14:16:04.900,2025-10-31 14:16:05.620,1.00,0.72
1991,SALIENTE,F,2025-10-31 14:22:28.000,2025-10-31 14:22:34.000,2025-10-31 14:22:28.490,2025-10-31 14:22:29.367,6.00,0.88
2013,SALIENTE,F,2025-10-31 18:08:05.000,2025-10-31 18:08:05.000,2025-10-31 18:08:05.283,2025-10-31 18:08:06.030,0.00,0.75
2015,SALIENTE,F,2025-10-31 18:21:44.000,2025-10-31 18:21:44.000,2025-10-31 18:21:44.240,2025-10-31 18:21:45.270,0.00,1.03
2019,SALIENTE,F,2025-10-31 18:53:44.000,2025-10-31 18:53:44.000,2025-10-31 18:53:44.143,2025-10-31 18:53:44.717,0.00,0.57
2022,SALIENTE,F,2025-10-31 19:21:57.000,2025-10-31 19:21:58.000,2025-10-31 19:21:57.963,2025-10-31 19:21:59.043,1.00,1.08
2023,SALIENTE,F,2025-10-31 19:33:51.000,2025-10-31 19:33:51.000,2025-10-31 19:33:51.470,2025-10-31 19:33:52.367,0.00,0.90
2024,SALIENTE,F,2025-10-31 19:52:32.000,2025-10-31 19:52:32.000,2025-10-31 19:52:32.463,2025-10-31 19:52:33.217,0.00,0.75
2027,SALIENTE,F,2025-10-31 20:17:26.000,2025-10-31 20:17:33.000,2025-10-31 20:17:26.560,2025-10-31 20:17:27.727,7.00,1.17
2028,SALIENTE,F,2025-10-31 20:18:42.000,2025-10-31 20:18:43.000,2025-10-31 20:18:42.847,2025-10-31 20:18:43.697,1.00,0.85
2029,SALIENTE,F,2025-10-31 20:24:37.000,2025-10-31 20:24:37.000,2025-10-31 20:24:37.540,2025-10-31 20:24:38.143,0.00,0.60
2031,SALIENTE,F,2025-10-31 20:47:18.000,2025-10-31 20:47:19.000,2025-10-31 20:47:18.837,2025-10-31 20:47:19.587,1.00,0.75
2034,SALIENTE,F,2025-10-31 21:59:22.000,2025-10-31 21:59:22.000,2025-10-31 21:59:22.180,2025-10-31 21:59:22.873,0.00,0.69
2035,SALIENTE,F,2025-10-31 22:02:41.000,2025-10-31 22:02:41.000,2025-10-31 22:02:41.077,2025-10-31 22:02:41.843,0.00,0.77
2036,SALIENTE,F,2025-10-31 22:03:25.000,2025-10-31 22:03:25.000,2025-10-31 22:03:25.650,2025-10-31 22:03:26.200,0.00,0.55
2037,SALIENTE,F,2025-10-31 22:04:39.000,2025-10-31 22:04:39.000,2025-10-31 22:04:39.020,2025-10-31 22:04:39.560,0.00,0.54
2038,SALIENTE,F,2025-10-31 22:05:06.000,2025-10-31 22:05:06.000,2025-10-31 22:05:06.317,2025-10-31 22:05:06.880,0.00,0.56
2039,SALIENTE,F,2025-10-31 22:07:17.000,2025-10-31 22:07:17.000,2025-10-31 22:07:17.480,2025-10-31 22:07:18.117,0.00,0.64
2040,SALIENTE,F,2025-10-31 22:07:44.000,2025-10-31 22:07:44.000,2025-10-31 22:07:44.357,2025-10-31 22:07:44.850,0.00,0.49
2041,SALIENTE,F,2025-10-31 22:08:13.000,2025-10-31 22:08:13.000,2025-10-31 22:08:13.210,2025-10-31 22:08:13.817,0.00,0.61
2042,SALIENTE,F,2025-10-31 22:09:00.000,2025-10-31 22:09:00.000,2025-10-31 22:09:00.457,2025-10-31 22:09:00.987,0.00,0.53
2043,SALIENTE,F,2025-10-31 22:09:32.000,2025-10-31 22:09:32.000,2025-10-31 22:09:32.210,2025-10-31 22:09:33.100,0.00,0.89
2044,SALIENTE,F,2025-11-01 05:56:33.000,2025-11-01 05:56:34.000,2025-11-01 05:56:33.037,2025-11-01 05:56:34.323,1.00,1.29
2045,SALIENTE,F,2025-11-01 06:45:52.000,2025-11-01 06:45:53.000,2025-11-01 06:45:52.920,2025-11-01 06:45:54.320,1.00,1.40
2046,SALIENTE,F,2025-11-01 06:56:59.000,2025-11-01 06:57:00.000,2025-11-01 06:56:59.797,2025-11-01 06:57:00.760,1.00,0.96
2048,SALIENTE,F,2025-11-01 07:57:43.000,2025-11-01 07:57:43.000,2025-11-01 07:57:43.580,2025-11-01 07:57:44.257,0.00,0.68
2049,SALIENTE,F,2025-11-01 08:04:58.000,2025-11-01 08:04:59.000,2025-11-01 08:04:58.407,2025-11-01 08:04:59.400,1.00,0.99
2051,SALIENTE,F,2025-11-01 08:53:42.000,2025-11-01 08:53:43.000,2025-11-01 08:53:42.663,2025-11-01 08:53:43.467,1.00,0.80
2052,SALIENTE,F,2025-11-01 08:59:04.000,2025-11-01 08:59:04.000,2025-11-01 08:59:04.007,2025-11-01 08:59:04.603,0.00,0.60
2054,SALIENTE,F,2025-11-01 09:27:32.000,2025-11-01 09:27:39.000,2025-11-01 09:27:32.850,2025-11-01 09:27:33.890,7.00,1.04
2056,SALIENTE,F,2025-11-01 09:43:16.000,2025-11-01 09:43:16.000,2025-11-01 09:43:16.320,2025-11-01 09:43:16.947,0.00,0.63
2057,SALIENTE,F,2025-11-01 09:52:19.000,2025-11-01 09:52:20.000,2025-11-01 09:52:19.967,2025-11-01 09:52:20.747,1.00,0.78
2058,SALIENTE,F,2025-11-01 10:04:44.000,2025-11-01 10:04:45.000,2025-11-01 10:04:44.963,2025-11-01 10:04:45.577,1.00,0.61
2060,SALIENTE,F,2025-11-01 10:33:24.000,2025-11-01 10:33:25.000,2025-11-01 10:33:24.820,2025-11-01 10:33:25.433,1.00,0.61
2062,SALIENTE,F,2025-11-01 11:18:43.000,2025-11-01 11:18:43.000,2025-11-01 11:18:43.280,2025-11-01 11:18:43.847,0.00,0.57
2063,SALIENTE,F,2025-11-01 12:07:09.000,2025-11-01 12:07:09.000,2025-11-01 12:07:09.013,2025-11-01 12:07:09.790,0.00,0.78
2065,SALIENTE,F,2025-11-01 12:11:46.000,2025-11-01 12:11:47.000,2025-11-01 12:11:46.997,2025-11-01 12:11:47.557,1.00,0.56
2066,SALIENTE,F,2025-11-01 12:25:30.000,2025-11-01 12:25:31.000,2025-11-01 12:25:30.750,2025-11-01 12:25:31.383,1.00,0.63
2067,SALIENTE,F,2025-11-01 13:13:11.000,2025-11-01 13:13:12.000,2025-11-01 13:13:11.360,2025-11-01 13:13:12.357,1.00,1.00
2068,SALIENTE,F,2025-11-01 13:16:27.000,2025-11-01 13:16:28.000,2025-11-01 13:16:27.760,2025-11-01 13:16:28.493,1.00,0.73
2070,SALIENTE,F,2025-11-01 13:44:27.000,2025-11-01 13:44:27.000,2025-11-01 13:44:27.170,2025-11-01 13:44:27.847,0.00,0.68
2074,SALIENTE,F,2025-11-01 14:42:03.000,2025-11-01 14:42:09.000,2025-11-01 14:42:03.357,2025-11-01 14:42:04.230,6.00,0.87
2076,SALIENTE,F,2025-11-01 15:04:16.000,2025-11-01 15:04:16.000,2025-11-01 15:04:16.507,2025-11-01 15:04:17.137,0.00,0.63
2077,SALIENTE,F,2025-11-01 15:07:26.000,2025-11-01 15:07:28.000,2025-11-01 15:07:26.583,2025-11-01 15:07:28.743,2.00,2.16
2090,SALIENTE,F,2025-11-01 23:20:27.000,2025-11-01 23:20:28.000,2025-11-01 23:20:27.843,2025-11-01 23:20:28.413,1.00,0.57
2091,SALIENTE,F,2025-11-01 23:23:53.000,2025-11-01 23:23:53.000,2025-11-01 23:23:53.503,2025-11-01 23:23:54.200,0.00,0.70
2092,SALIENTE,F,2025-11-02 00:46:05.000,2025-11-02 00:46:05.000,2025-11-02 00:46:05.487,2025-11-02 00:46:06.320,0.00,0.83
2097,SALIENTE,F,2025-11-02 06:48:47.000,2025-11-02 06:48:53.000,2025-11-02 06:48:47.120,2025-11-02 06:48:48.077,6.00,0.96
2100,SALIENTE,F,2025-11-02 07:41:06.000,2025-11-02 07:41:06.000,2025-11-02 07:41:06.223,2025-11-02 07:41:06.980,0.00,0.76
2102,SALIENTE,F,2025-11-02 10:06:28.000,2025-11-02 10:06:29.000,2025-11-02 10:06:28.033,2025-11-02 10:06:29.963,1.00,1.93
2105,SALIENTE,F,2025-11-02 10:54:18.000,2025-11-02 10:54:19.000,2025-11-02 10:54:18.817,2025-11-02 10:54:19.407,1.00,0.59
2106,SALIENTE,F,2025-11-02 10:58:51.000,2025-11-02 10:58:52.000,2025-11-02 10:58:51.943,2025-11-02 10:58:52.693,1.00,0.75
2111,SALIENTE,F,2025-11-02 11:56:01.000,2025-11-02 11:56:01.000,2025-11-02 11:56:01.603,2025-11-02 11:56:02.163,0.00,0.56
2112,SALIENTE,F,2025-11-02 12:05:41.000,2025-11-02 12:05:42.000,2025-11-02 12:05:41.550,2025-11-02 12:05:42.493,1.00,0.94
2113,SALIENTE,F,2025-11-02 12:10:04.000,2025-11-02 12:10:04.000,2025-11-02 12:10:04.587,2025-11-02 12:10:05.250,0.00,0.66
2114,SALIENTE,F,2025-11-02 15:26:17.000,2025-11-02 15:26:17.000,2025-11-02 15:26:17.160,2025-11-02 15:26:17.870,0.00,0.71
2115,SALIENTE,F,2025-11-02 16:30:20.000,2025-11-02 16:30:26.000,2025-11-02 16:30:20.013,2025-11-02 16:30:20.970,6.00,0.96
2116,SALIENTE,F,2025-11-02 16:36:02.000,2025-11-02 16:36:09.000,2025-11-02 16:36:02.933,2025-11-02 16:36:03.890,7.00,0.96
